Consent,GBeliefs_1,GBeliefs_2,GBeliefs_3,Global_1,Global_2,Global_3,Global_4,Global_5,Gutt1,Gutt2,Gutt3,Gutt4,Gutt5,Attain_1,Attain_10,Attain_11,Attain_12,Attain_13,Attain_2,Attain_3,Attain_4,Attain_5,Attain_6,Attain_7,Attain_8,Attain_9,CostX_1,CostX_2,CostX_3,CostX_4,CostX_5,CostX_6,CostX_7,CostX_8,CostX_9,CostX_10,CostX_11,CostX_12,CostX_13,DifficultyX_1,DifficultyX_2,DifficultyX_3,DifficultyX_4,DifficultyX_5,DifficultyX_6,DifficultyX_7,DifficultyX_8,DifficultyX_9,GoalX_1,GoalX_2,GoalX_3,GoalX_4,GoalX_5,GoalX_6,GoalX_7,GoalX_8,GoalX_9,GoalX_10,GoalX_11,GoalX_12,GoalX_13,Expectancy_1,Expectancy_2,Expectancy_3,Expectancy_4,Expectancy_5,Expectancy_6,IntEnj_1,IntEnj_2,IntEnj_3,IntEnj_4,IntEnj_5,IntEnj_6,IntEnj_7,IntEnj_8,IntEnj_9,Utility_1,Utility_10,Utility_11,Utility_2,Utility_3,Utility_4,Utility_5,Utility_6,Utility_7,Utility_8,Utility_9,AcadSCX_1,AcadSCX_2,AcadSCX_3,AcadSCX_4,AcadSCX_5,AcadSCX_6,AcadSCX_7,AcadSCX_8,AcadSCX_9,AcadSCX_10,AcadSCX_11,AcadSCX_12,AcadSCX_13,AcadSCX_14,Gender,Gender_TEXT,Age,Hispanic_Latino_Spanish,Race_Origin,Race_Origin_TEXT,Language,Language_TEXT,Student,Student_TEXT,Taking_Class,Taking_Class_TEXT,STAT_Successful?,Successful_Where,No?,No?_TEXT,First_Gen?,Grade_Course,College_GPA?,College_GPA,College_GPA_Max,HS_GPA,HS_GPA_Max,Major1_1,Major1.1,Major2_1,Major2.1,Minor1_1,Minor1.1,Minor2_1,Minor2.1,RandomID
Yes: I agree to participate AND am 18 years or older,Disagree,Strongly Agree,Agree,Well,Good,Average,Fairly Confident,Average,"Employers would like it if I knew statistics, but it is not required.",Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,5,5,3,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,6,3,5,3,5,3,3,5,6,2,5,3,6,6,5,5,6,1,1,1,5,3,2,5,2,1,5,5,3,2,6,5,6,5,5,3,1,4,6,3,5,5,5,6,6,4,3,6,4,4,1,3,4,6,3,3,5,6,7,6,6,7,7,5,7,6,5,6,7,7,Man,,19,"Yes, I am of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,English,,Sophomore (Second Year),,It is required by my major.,,No,,I have never taken a statistics course.,,No,A or B (not sure which one),Yes,4,4,,,"Area, Ethnic, Cultural, Gender, and Group Studies",,None - I do not have a second major.,,"Area, Ethnic, Cultural, Gender, and Group Studies",,None - I do not have a minor.,,921c240362
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Above Average,Average,Very Little,Some Confidence,Not At All Likely,Employers place no value on me knowing statistics.,No one in my desired career field uses statistics.,I do not see how using statistics will help me make informed choices.,I see no reason to study statistics.,I will rarely use statistics in the future.,5,2,3,4,1,4,4,4,5,3,4,6,4,2,3,3,2,1,4,2,4,4,4,7,1,1,5,4,4,4,3,4,5,4,5,1,4,1,4,4,2,5,4,1,5,4,3,2,2,4,6,2,4,2,3,3,4,1,1,2,1,3,3,1,4,7,1,1,4,4,3,1,1,4,4,4,5,3,1,4,4,4,2,6,4,4,1,3,Woman,,19,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,English,,Freshman (First Year),,If fulfills a general education requirement.,,Yes,High School non-AP,,,Yes,A or B (not sure which one),Yes,3.6,4,,,Undecided,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,2f0f9ed666
Yes: I agree to participate AND am 18 years or older,Disagree,Disagree,Disagree,Average,Below Average,Very Little,Little Confidence,Unlikely,Employers care a little bit if I know statistics.,Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will never use statistics in the future.,7,6,6,3,6,6,6,2,6,6,5,5,5,3,6,5,2,1,6,2,3,6,3,2,1,2,6,2,3,6,7,6,6,7,6,2,1,2,6,5,6,6,2,7,6,6,4,2,6,6,6,2,6,6,2,2,3,6,1,4,2,2,3,2,3,2,2,2,6,2,6,5,5,5,3,6,6,2,5,3,6,5,6,6,6,6,6,2,Woman,,24,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Senior (Fourth Year),,It is required by my major.,,Yes,More than 1 other college-level statistics course,,,Yes,C,Yes,3.5,,,,Psychology,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,97656f182f
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Agree,Strongly Disagree,Poorly,Below Average,Grater Than Average,Very Confident,Average,"Employers would like it if I knew statistics, but it is not required.",Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,6,5,6,6,5,6,2,6,6,6,6,2,6,7,7,7,2,7,6,6,7,7,6,7,6,6,5,2,2,2,4,6,2,3,2,2,2,2,6,2,2,6,2,2,2,2,2,2,5,6,6,6,6,5,7,6,7,7,6,7,6,6,7,2,6,7,5,7,6,6,7,6,6,7,6,4,6,6,6,6,6,2,6,6,6,6,6,6,Woman,,40,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Other:,returning student,"It is required by my major.,If fulfills a general education requirement.",,Yes,1 other college-level statistics course.,,,Yes,A or B (not sure which one),No,,,3.5,4,Health Professions and Related Programs,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,c414b62e71
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Somewhat Agree,Average,Above Average,Grater Than Average,Fairly Confident,Fairly Unlikely,Employers require that I have excellent knowledge of statistics.,Almost everyone in my desired career field uses statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,5,5,4,6,4,2,6,4,5,5,3,5,5,5,6,4,3,5,4,5,6,5,3,4,5,6,3,5,6,5,6,4,3,5,4,5,5,7,4,5,5,4,4,4,5,3,5,6,5,5,5,5,6,3,6,5,5,5,6,5,7,3,5,5,5,6,5,5,3,6,5,5,5,5,5,4,3,6,5,6,2,6,5,4,5,6,4,Woman,,25,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Fifth or more years in college,,It is required by my major.,,Yes,1 other college-level statistics course.,,,No,A,Yes,2.9,4,,,Other (Please Specify),nursing,,,,,,,115360b2a4
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Agree,Strongly Disagree,Well,Average,Average,Fairly Confident,Average,Employers expect that I know statistics.,Only some people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,5,7,6,6,6,5,5,2,6,7,6,5,5,3,3,6,5,4,6,3,6,6,2,5,7,6,2,3,5,5,4,6,5,5,5,5,4,2,6,6,5,5,6,6,4,4,5,6,5,6,5,6,5,5,4,5,4,7,5,5,6,6,6,4,7,7,5,5,4,5,7,6,6,7,1,5,3,4,1,5,6,4,5,5,1,3,3,3,Woman,,31,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Part-time student in college,,It is required by my major.,,No,,I have never taken a statistics course.,,No,B,Yes,,,,,Psychology,,,,,,,,0a07e29f8e
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Agree,Somewhat Disagree,Average,Good,Great Deal,Very Confident,Average,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will use statistics almost daily in my future.,6,6,5,6,5,4,4,4,7,6,5,4,5,4,4,5,6,4,4,4,6,7,3,4,4,5,5,2,3,4,5,6,2,3,2,2,1,2,6,4,3,4,5,2,4,2,3,5,5,5,7,7,1,6,5,5,5,3,4,6,4,6,4,7,4,6,7,7,7,7,7,5,6,5,6,5,5,6,5,5,6,6,6,6,6,5,6,6,Woman,,21,"Yes, I am of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Other language(s):",Korean,Sophomore (Second Year),,"It is required by my major.,If fulfills a general education requirement.",,No,,"I started a statistics course in college, but did not successfully complete the course.",,Yes,A or B (not sure which one),Yes,3.88,4,,,Psychology,,Sociology,,None - I do not have a minor.,,None - I do not have a minor.,,0bc420cf00
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Somewhat Agree,Neither Agree Nor Disagree,Average,Average,Not At All,Fairly Confident,Not At All Likely,Employers place no value on me knowing statistics.,No one in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,5,7,6,7,7,4,1,4,7,7,7,2,4,5,4,5,4,3,5,3,7,7,5,4,4,3,5,5,5,5,5,3,5,6,3,2,1,2,4,4,4,6,6,4,1,4,1,2,6,5,4,7,5,5,3,6,4,7,5,6,7,5,6,4,7,7,4,1,4,1,1,6,5,7,4,6,4,7,3,6,6,4,7,7,4,7,6,6,Woman,,21,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Junior (Third Year),,"It is required by my major.,If fulfills a general education requirement.",,Yes,1 other college-level statistics course.,,,Yes,A or B (not sure which one),Yes,3.4,4,,,Undecided,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,86c9733ff6
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Disagree,Average,Average,Great Deal,Fairly Confident,Average,Employers expect that I know statistics.,Everyone in my desired career field uses statistics.,I plan to use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will use statistics almost daily in my future.,5,4,5,5,5,5,5,6,7,4,5,4,7,4,6,5,4,5,5,4,5,5,4,5,5,5,4,5,2,2,4,6,3,3,3,7,5,5,6,6,5,5,5,5,4,3,3,4,5,5,5,6,5,6,4,5,4,4,2,4,5,5,4,5,4,7,7,7,5,7,7,6,5,5,5,6,5,6,4,5,5,5,7,5,4,5,5,6,Man,,18,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Freshman (First Year),,If fulfills a general education requirement.,,No,,I have never taken a statistics course.,,Yes,C,No,,,3,4,"Business Administration, Management",,"Marketing, Advertising",,None - I do not have a minor.,,None - I do not have a minor.,,e95d8a7cdf
Yes: I agree to participate AND am 18 years or older,Strongly Disagree,Somewhat Agree,Disagree,Very Well,Very Good,Less Than Average,Little Confidence,Not At All Likely,Employers place no value on me knowing statistics.,No one in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will rarely use statistics in the future.,6,6,4,4,4,2,4,2,4,2,4,4,2,1,4,4,6,1,4,4,4,4,1,2,1,5,6,5,6,6,6,4,4,5,6,2,2,2,3,4,2,4,4,4,6,2,4,4,6,6,6,6,3,5,1,3,2,2,2,1,1,3,2,4,4,4,3,2,5,2,3,4,4,3,7,7,1,3,4,4,6,3,4,6,3,2,3,2,Woman,,20,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,English,,Junior (Third Year),,It is required by my major.,,No,,"I started a statistics course in college, but did not successfully complete the course.",,Yes,C,Yes,2.5,3.5,,,Biology,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,b546c46854
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Neither Agree Nor Disagree,Disagree,Average,Average,Average,Confident,Unlikely,Employers expect that I know statistics.,Most people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,6,4,5,5,5,5,6,6,6,4,5,4,5,2,5,4,4,3,5,5,6,6,5,4,4,5,4,4,5,4,5,5,3,3,3,2,2,6,4,3,6,3,4,5,4,3,3,4,5,6,5,4,5,3,4,3,6,4,4,4,4,4,6,5,6,6,5,5,5,6,6,5,5,3,5,6,6,3,3,6,6,6,6,3,3,5,2,Woman,,18,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Other:,Full-time student in college,"It is required by my major.,If fulfills a general education requirement.",,Yes,High School non-AP,,,Yes,B,No,,,3,4,Other (Please Specify),Math and Science,,,,,,,ff744dbc4f
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Neither Agree Nor Disagree,Disagree,Average,Below Average,Very Little,Very Little Confidence,Fairly Unlikely,Employers place no value on me knowing statistics.,Only some people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I sometimes see why studying statistics can be useful.,I will occasionally use statistics in the future.,5,7,5,5,5,6,6,2,6,5,6,5,4,2,1,5,5,4,5,1,6,5,2,5,4,4,7,6,7,7,3,7,5,6,7,7,4,4,7,7,5,6,6,1,5,6,5,5,4,4,5,4,6,7,2,5,5,6,4,4,6,6,4,4,6,5,6,5,5,6,4,7,6,6,3,5,4,4,3,5,4,4,6,6,3,4,5,2,Woman,,42,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Fifth or more years in college,,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,C,Yes,3.99,,,,Accounting,,Computer Science,,Human Resources,,,,c2b8fe54f2
Yes: I agree to participate AND am 18 years or older,Neither Agree Nor Disagree,Somewhat Agree,Disagree,Poorly,Below Average,Grater Than Average,Fairly Confident,Fairly Unlikely,Employers require that I have excellent knowledge of statistics.,Almost everyone in my desired career field uses statistics.,I might want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will often use statistics in the future.,6,6,5,5,5,6,7,1,6,6,5,6,6,2,5,6,6,5,6,3,6,6,3,6,6,6,7,7,6,6,3,6,6,3,6,3,6,5,2,6,6,6,6,5,6,5,5,6,6,3,4,6,1,6,1,5,5,1,1,5,3,6,4,7,4,7,7,6,6,7,6,5,6,3,3,2,2,5,5,5,7,3,6,6,3,3,5,2,Woman,,22,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.,Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,English,,Fifth or more years in college,,It is required by my major.,,No,,I have never taken a statistics course.,,No,A or B (not sure which one),Yes,2.8,4,,,Health Professions and Related Programs,,Education,,Education,,"Communication, Journalism, and Related Programs",,21d7791560
Yes: I agree to participate AND am 18 years or older,Disagree,Agree,Disagree,Above Average,Above Average,Very Little,Little Confidence,Average,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I might want to use statistics to help me make informed choices.,I am beginning to see why I should study statistics.,I will rarely use statistics in the future.,5,6,3,4,3,1,2,3,4,4,4,6,4,3,2,2,5,5,3,2,4,4,4,3,4,1,7,3,7,5,5,6,4,6,6,3,2,1,5,3,2,6,3,3,3,5,4,5,5,5,5,5,3,4,3,3,4,3,3,4,4,4,3,4,5,5,4,2,3,2,5,5,4,5,4,6,5,6,5,5,4,4,5,6,4,6,6,6,Man,,19,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Freshman (First Year),,"It is not part of my major or minor or general education program, but it gives me additional credits needed to graduate.",,No,,I have never taken a statistics course.,,No,B,Yes,3.2,4,,,Visual and Performing Arts,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,8a6c9b226a
Yes: I agree to participate AND am 18 years or older,Somewhat Disagree,Neither Agree Nor Disagree,Disagree,Above Average,Average,Average,Fairly Confident,Average,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I already do use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will occasionally use statistics in the future.,7,7,7,4,5,5,5,4,5,6,7,5,6,3,6,6,6,5,7,6,6,7,3,7,6,5,7,3,6,4,3,6,5,4,6,1,1,1,7,4,2,7,4,3,3,3,4,5,6,5,6,5,6,5,3,5,5,7,5,4,7,6,7,4,5,7,6,5,6,6,6,6,7,7,5,6,5,7,6,7,6,5,6,7,6,6,7,5,Woman,,18,"No, I am not of Hispanic, Latino, or Spanish origin.","Native Hawaiian or Pacific Islander: Native Hawaiian, Guamanian, Somoan, Fijian, etc.",,English,,Freshman (First Year),,"It is required by my major.,If fulfills a general education requirement.",,Yes,High School AP Statistics,,,Prefer not to answer,A,Yes,4.2,4,,,English Language and Literature,,Psychology,,Education,,None - I do not have a minor.,,a9f089618a
Yes: I agree to participate AND am 18 years or older,Disagree,Somewhat Disagree,Disagree,Average,Average,Very Little,Some Confidence,Fairly Likely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I want to use statistics to help me make informed choices.,I usually understand why studying statistics is useful.,I will occasionally use statistics in the future.,6,3,5,5,6,6,6,4,6,4,7,2,4,3,5,5,5,6,4,6,5,5,3,4,3,5,7,5,5,6,5,6,6,5,6,2,2,1,6,2,2,7,2,4,2,2,2,2,4,5,7,3,3,4,3,4,5,4,3,4,5,6,4,3,4,6,4,5,6,3,6,5,5,4,2,4,6,4,2,6,4,3,6,7,5,4,6,5,Woman,,20,"No, I am not of Hispanic, Latino, or Spanish origin.","White: German, Irish, Lebanese, Egyptian, etc.",,English,,Part-time student in college,,It is required by my major.,,Yes,High School non-AP,,,Yes,B,No,,,2.9,4,Psychology,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,b55154ebe4
Yes: I agree to participate AND am 18 years or older,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Below Average,Below Average,Not At All,Very Little Confidence,Not At All Likely,Employers place no value on me knowing statistics.,No one in my desired career field uses statistics.,I do not see how using statistics will help me make informed choices.,I see no reason to study statistics.,I will rarely use statistics in the future.,6,7,2,1,1,4,5,2,7,1,2,1,2,1,1,1,1,1,3,1,1,2,1,2,1,3,7,6,7,6,5,5,7,7,7,1,1,1,6,3,1,2,2,2,2,2,7,1,1,1,2,4,2,1,1,2,1,1,1,1,1,5,6,3,2,2,1,1,4,1,1,2,3,2,4,3,3,7,5,2,6,6,1,3,3,1,1,1,Woman,,21,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Junior (Third Year),,"It is required by my major.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,Yes,C,Yes,,,,,"Communication, Journalism, and Related Programs",,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,eb73de41dd
Yes: I agree to participate AND am 18 years or older,Agree,Somewhat Disagree,Strongly Disagree,Above Average,Average,Average,Not At All Confident,Fairly Likely,"Employers would like it if I knew statistics, but it is not required.",Only some people in my desired career field use statistics.,I plan to use statistics to make informed choices.,I am beginning to see why I should study statistics.,I will occasionally use statistics in the future.,6,7,6,6,1,7,4,2,7,6,5,5,4,3,1,6,5,5,5,1,5,7,5,6,6,6,7,5,7,7,2,7,7,7,7,6,1,4,6,5,6,6,5,5,7,6,4,6,4,2,5,4,1,4,1,5,7,6,5,5,6,6,5,6,5,6,6,5,6,6,5,6,7,7,3,5,3,3,5,5,5,5,5,6,3,6,5,5,Woman,,42,"No, I am not of Hispanic, Latino, or Spanish origin.","Asian: Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, Hmong, Laotian, Thai, Pakistani, Cambodian, etc.",,"English,Other language(s):",Urdu,Fifth or more years in college,,"It is required by my major.,If fulfills a general education requirement.",,No,,I have never taken a statistics course.,,Yes,B,Yes,3,,,,Accounting,,Management Information Systems,,Accounting,,None - I do not have a minor.,,b0d75654e6
Yes: I agree to participate AND am 18 years or older,Somewhat Agree,Agree,Disagree,Average,Average,Large Amount,Some Confidence,Fairly Unlikely,Employers require that I have excellent knowledge of statistics.,Everyone in my desired career field uses statistics.,I plan to use statistics to make informed choices.,It is absolutely clear to me why studying statistics is useful.,I will often use statistics in the future.,6,6,7,6,7,7,5,2,7,7,6,5,5,6,3,6,6,1,7,3,7,7,3,5,6,4,7,5,5,6,3,7,5,6,6,5,2,3,4,5,5,7,5,7,6,5,6,6,3,6,5,4,4,5,3,6,6,7,5,4,6,7,6,4,6,7,7,5,5,4,6,6,6,7,5,5,6,5,5,6,6,5,6,6,4,7,6,4,Woman,,22,"Yes, I am of Hispanic, Latino, or Spanish origin.","Hispanic, Latino or Spanish origin: Mexican, Mexican American, Puerto Rican, Cuban, Argentinean, Dominican, Salvadoran, Spaniard, etc.",,"English,Spanish",,Part-time student in college,,It is required by my major.,,No,,I have never taken a statistics course.,,Yes,A or B (not sure which one),Yes,3.2,4,,,Education,,None - I do not have a second major.,,None - I do not have a minor.,,None - I do not have a minor.,,b59510397c
